86728,131765,31
86949,132243,15
86950,132243,2
86951,132243,3
86952,132243,31
89412,135388,34
89413,135388,37
89414,135388,13
89415,135388,2
89416,135388,15
89417,135388,17
89684,135705,34
89685,135705,37
89686,135705,2
89687,135705,17
89688,135705,19
89689,135705,26
91458,139290,16
91459,139290,5
91460,139290,21
92175,140867,2
92176,140867,12
92177,140867,22
92178,140867,31
92362,141314,33
92363,141314,34
92364,141314,19
92365,141314,9
92366,141314,31
92726,142222,2
92727,142222,3
92728,142222,31
93025,142937,17
93026,142937,3
93027,142937,14
96046,150134,13
96047,150134,22
96890,151573,17
96891,151573,2
96892,151573,19
96893,151573,37
97924,153541,17
97925,153541,10
97926,153541,6
98180,154021,17
98181,154021,34
98182,154021,19
98183,154021,37
98184,154021,31
98335,154234,36
98935,155785,13
98936,155785,37
99813,157346,25
99814,157346,10
99815,157346,20
99816,157346,6
99817,157346,17
99993,157684,24
99994,157684,17
99995,157684,2
99996,157684,26
99997,157684,13
100190,157999,2
100191,157999,27
100192,157999,13
101008,159958,33
101009,159958,15
101121,160087,14
101142,160137,34
101143,160137,2
101144,160137,37
101145,160137,23
101815,162892,26
101816,162892,35
101817,162892,4
102512,165333,2
102513,165333,3
102514,165333,6
102515,165333,9
102516,165333,17
102517,165333,31
104832,177862,2
104833,177862,10
105683,180249,2
105684,180249,3
105685,180249,4
105686,180249,12
105687,180249,13
105688,180249,17
106200,184791,2
106201,184791,3
106202,184791,36
106343,185415,17
106344,185415,26
106345,185415,13
106346,185415,7
106712,186861,17
106713,186861,2
106714,186861,27
106715,186861,13
106716,186861,15
107697,193258,2
107698,193258,11
107699,193258,4
107700,193258,5
107701,193258,13
108098,195838,17
108099,195838,2
108100,195838,11
108880,199329,24
108881,199329,22
109121,200327,35
109606,203291,17
109607,203291,3
109608,203291,30
109943,204359,27
109944,204359,12
109945,204359,21
109946,204359,39
110046,204592,2
110047,204592,37
110188,204900,40
110189,204900,27
110190,204900,39
110194,204902,11
110195,204902,12
110196,204902,13
110197,204902,17
110198,204902,26
110199,204902,28
110583,205755,34
110632,205788,16
110633,205788,22
112637,210278,24
112638,210278,17
112639,210278,26
112640,210278,13
112641,210278,15
113538,211531,2
113539,211531,35
113540,211531,6
113588,211597,2
113589,211597,27
113590,211597,21
113591,211597,39
113861,212076,2
113862,212076,27
113863,212076,12
113864,212076,38
113913,212124,2
113914,212124,3
113915,212124,39
113916,212124,11
113917,212124,12
113918,212124,27
114202,212536,2
114203,212536,35
114204,212536,26
114205,212536,5
116228,221833,17
116229,221833,5
116372,222644,28
116373,222644,13
116437,222854,3
116438,222854,8
116439,222854,15
116440,222854,17
116441,222854,26
116442,222854,31
116471,222947,24
116472,222947,26
116473,222947,13
116474,222947,15
116540,223183,2
116541,223183,11
116542,223183,12
116543,223183,37
116544,223183,38
116891,224330,2
116892,224330,3
116893,224330,4
116894,224330,40
116895,224330,12
116896,224330,26
117414,225660,27
117415,225660,12
117416,225660,39
118134,227740,25
118135,227740,26
118136,227740,17
118389,228325,2
118390,228325,37
118391,228325,10
118392,228325,17
118393,228325,22
118394,228325,31
119209,230878,33
119210,230878,15
119808,233151,17
119809,233151,10
119810,233151,15
119817,233177,34
